,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq409,0.00048907334,0.00030858503,0.00016581603,7.917595e-05,3.8584665e-05,2.2186214e-05,1.5643125e-05,1.2835376e-05,1.1518006e-05,1.0850132e-05,1.0490655e-05,1.0287944e-05,1.016921e-05,1.009735e-05,1.0052595e-05,1.0024009e-05,1.0005347e-05,9.992931e-06,9.984529e-06,9.978742e-06,0.0003887394,0.019223385,0.028004045,0.054684557,0.08464614,0.059025254,0.064797536,0.07013491,0.08541883,0.09282956,0.030269636,0.044184584,0.05606479,0.08010918,0.07311773,0.028231993,0.03649038,0.039556373,0.031486966,0.020080065
Seq410,0.0010485923,0.0006616183,0.00035551583,0.00016975624,8.272702e-05,4.756808e-05,3.3539447e-05,2.7519554e-05,2.4695064e-05,2.3263114e-05,2.249236e-05,2.205776e-05,2.1803171e-05,2.16491e-05,2.1553144e-05,2.1491875e-05,2.1451862e-05,2.1425221e-05,2.1407208e-05,2.139482e-05,2.1386191e-05,2.1380132e-05,2.137579e-05,2.1372693e-05,2.137041e-05,2.136878e-05,2.1367536e-05,2.1366619e-05,2.1365928e-05,2.1365378e-05,0.00013863605,0.002284417,0.06196234,0.0848413,0.14769904,0.1257675,0.20659481,0.08727077,0.20997883,0.070557214
Seq411,0.0016132588,0.0010178996,0.00054696103,0.0002611699,0.00012727543,7.318347e-05,5.160043e-05,4.233883e-05,3.7993348e-05,3.5790294e-05,3.4604487e-05,3.3935856e-05,3.354417e-05,3.3307133e-05,3.3159504e-05,3.306524e-05,3.3003682e-05,3.2962696e-05,3.2934982e-05,3.2915923e-05,3.2902648e-05,3.2893327e-05,3.2886648e-05,3.288188e-05,3.2878368e-05,3.287586e-05,3.2873948e-05,3.2872536e-05,3.287147e-05,3.2870623e-05,3.2869964e-05,3.2869528e-05,5.2738476e-05,0.001208551,0.014319771,0.04171849,0.0118925385,0.061915856,0.36210248,0.5022541
Seq412,0.0020263728,0.0012785573,0.0006870239,0.00032804892,0.00015986744,9.192392e-05,6.4814e-05,5.3180684e-05,4.772244e-05,4.4955243e-05,4.3465825e-05,4.2625972e-05,4.2133986e-05,4.1836247e-05,4.1650816e-05,4.1532418e-05,4.1455092e-05,4.140361e-05,4.136876e-05,4.134486e-05,4.1328145e-05,4.1316478e-05,4.1308085e-05,4.130206e-05,4.1297688e-05,4.12945e-05,4.1292136e-05,4.1290325e-05,4.1288986e-05,4.128796e-05,4.1287134e-05,4.1286545e-05,0.00036506256,0.0077232644,0.07478973,0.1505552,0.21716133,0.16903666,0.1352725,0.23939939
Seq413,0.0006676828,0.00042128022,0.00022637201,0.00010809098,5.2675772e-05,3.0288611e-05,2.1355987e-05,1.752285e-05,1.5724378e-05,1.4812596e-05,1.43218385e-05,1.404511e-05,1.3883003e-05,1.3784898e-05,1.3723799e-05,1.3684787e-05,1.365931e-05,1.3642346e-05,1.3630863e-05,1.3622988e-05,1.361748e-05,1.3613638e-05,0.0006421572,0.0026128564,0.010684454,0.02194677,0.026697425,0.011015966,0.0041511273,0.104538634,0.0682041,0.031427905,0.0962831,0.049469464,0.07745287,0.078007974,0.10256611,0.14795543,0.023517413,0.14108518
Seq414,0.007728055,0.0048760828,0.0026201294,0.0012510928,0.0006096926,0.00035057374,0.0002471836,0.0002028172,0.00018200088,0.00017144752,0.00016576727,0.00016256422,0.000160688,0.0001595525,0.0001588453,0.00015839368,0.0001580988,0.00015790254,0.0001577697,0.00015767838,0.00015761479,0.00015757016,0.00015753823,0.00015751524,0.00015749858,0.00015748641,0.00015747732,0.0001574705,0.00015746539,0.0001574614,0.00015745833,0.00015745615,0.00015745428,0.00015745277,0.0005483914,0.0047608917,0.038259674,0.10515033,0.42026007,0.40897945
Seq415,0.0009035017,0.00057007215,0.00030632433,0.00014626764,7.128033e-05,4.0986248e-05,2.889871e-05,2.3711747e-05,2.1278072e-05,2.0044257e-05,1.9380168e-05,1.9005704e-05,1.878634e-05,1.8653589e-05,1.857091e-05,1.8518118e-05,1.8483643e-05,1.8460687e-05,1.844515e-05,1.8434492e-05,1.842704e-05,1.8421839e-05,1.8418097e-05,1.8415409e-05,1.8413459e-05,1.8412038e-05,1.8410983e-05,1.8410177e-05,1.8409579e-05,1.8409122e-05,0.0016479626,0.0034197206,0.06467461,0.029531011,0.043293126,0.117612675,0.18551113,0.27445635,0.18580452,0.09154567
Seq416,0.00029247437,0.00018453924,9.9160825e-05,4.7348574e-05,2.3074312e-05,1.3267736e-05,9.354856e-06,7.675774e-06,6.8879644e-06,6.4885644e-06,6.273597e-06,6.1523724e-06,6.0813677e-06,6.038394e-06,6.0116295e-06,5.994535e-06,5.9833746e-06,5.97595e-06,1.3842759e-05,0.00034671003,0.0012019941,0.00948256,0.0011376854,0.0016917404,0.032056846,0.039777692,0.11421188,0.068233214,0.043153577,0.025395172,0.008715636,0.061632022,0.089547746,0.011244732,0.0074911388,0.1420225,0.091501646,0.20002548,0.0095200045,0.04085724
Seq417,0.0016838281,0.0010624258,0.0005708869,0.00027259433,0.00013284294,7.6384764e-05,5.38576e-05,4.4190827e-05,3.9655264e-05,3.7355843e-05,3.611824e-05,3.5420322e-05,3.5011537e-05,3.476413e-05,3.4610042e-05,3.4511624e-05,3.4447374e-05,3.4404628e-05,3.4375666e-05,3.4355773e-05,3.4341916e-05,3.433219e-05,3.432525e-05,3.432021e-05,3.431661e-05,3.4313925e-05,3.431196e-05,3.4310455e-05,3.4309345e-05,3.4308494e-05,3.430784e-05,6.509708e-05,0.003408169,0.010275604,0.08824707,0.06901414,0.0913686,0.2620541,0.18659106,0.28427666
Seq418,0.001870918,0.0011804717,0.00063431833,0.00030288243,0.0001476031,8.48719e-05,5.9841746e-05,4.9100887e-05,4.4061373e-05,4.1506464e-05,4.0131312e-05,3.935585e-05,3.8901646e-05,3.862675e-05,3.8455542e-05,3.834619e-05,3.82748e-05,3.8227303e-05,3.819516e-05,3.817302e-05,3.8157657e-05,3.8146816e-05,3.8139104e-05,3.813354e-05,3.8129503e-05,3.812656e-05,3.812434e-05,3.8122707e-05,3.812147e-05,3.8120485e-05,3.811976e-05,3.8119255e-05,3.811878e-05,0.0009227297,0.0045188973,0.13331632,0.12772913,0.21811663,0.21385597,0.2962424
Seq419,0.0018245457,0.0011512127,0.0006185959,0.00029537507,0.00014394464,8.276824e-05,5.8358488e-05,4.7883856e-05,4.2969255e-05,4.0477673e-05,3.9136637e-05,3.83804e-05,3.7937454e-05,3.766937e-05,3.7502406e-05,3.7395763e-05,3.7326143e-05,3.7279824e-05,3.7248443e-05,3.7226888e-05,3.7211874e-05,3.7201335e-05,3.7193815e-05,3.718835e-05,3.718445e-05,3.7181544e-05,3.7179416e-05,3.7177782e-05,3.717658e-05,3.7175658e-05,3.717495e-05,0.0030357128,0.026200546,0.053782437,0.13112989,0.109080635,0.044207163,0.099216215,0.19402038,0.33423477
Seq420,0.0061509986,0.0038810256,0.002085441,0.000995783,0.00048527325,0.00027903236,0.000196741,0.00016142841,0.00014486008,0.00013646034,0.00013193936,0.00012938991,0.00012789661,0.00012699285,0.00012642996,0.00012607044,0.00012583572,0.00012567958,0.00012557379,0.00012550112,0.0001254505,0.00012541497,0.00012538962,0.00012537121,0.00012535806,0.00012534825,0.00012534107,0.00012533559,0.00012533153,0.00012532841,0.00012532601,0.00012532424,0.00012532267,0.00012532147,0.00012532053,0.003893476,0.031813227,0.1456605,0.27353647,0.52742773
Seq421,0.0021284826,0.0013429844,0.000721643,0.0003445793,0.00016792325,9.655596e-05,6.807998e-05,5.5860455e-05,5.012717e-05,4.7220536e-05,4.565611e-05,4.4773897e-05,4.4257158e-05,4.394442e-05,4.3749642e-05,4.3625234e-05,4.3544016e-05,4.3489978e-05,4.3453372e-05,4.3428226e-05,4.341071e-05,4.3398417e-05,4.3389642e-05,4.338327e-05,4.337872e-05,4.337533e-05,4.3372846e-05,4.3370943e-05,4.336954e-05,4.3368465e-05,4.3367636e-05,4.3367017e-05,6.4030035e-05,0.0016403934,0.007959136,0.12367529,0.085764155,0.18344276,0.32097366,0.2704967
Seq422,0.004198425,0.0026490323,0.0014234392,0.00067968183,0.00033122805,0.0001904564,0.00013428759,0.00011018462,9.887572e-05,9.3142386e-05,9.005648e-05,8.831632e-05,8.7297056e-05,8.668018e-05,8.629598e-05,8.605059e-05,8.589038e-05,8.5783795e-05,8.571167e-05,8.566199e-05,8.562752e-05,8.560319e-05,8.558589e-05,8.5573396e-05,8.5564345e-05,8.555773e-05,8.5552754e-05,8.554908e-05,8.55463e-05,8.55441e-05,8.554247e-05,8.5541324e-05,0.0010973783,0.0071607926,0.014024955,0.018221524,0.06446358,0.069473356,0.50596476,0.3077904
Seq423,0.0039218785,0.002474543,0.0013296785,0.0006349118,0.00030941036,0.0001779112,0.00012544218,0.00010292685,9.236287e-05,8.700719e-05,8.412454e-05,8.2499e-05,8.1546874e-05,8.097063e-05,8.0611746e-05,8.038252e-05,8.0232865e-05,8.01333e-05,8.006592e-05,8.001951e-05,7.9987316e-05,7.9964586e-05,7.994842e-05,7.9936755e-05,7.992829e-05,7.9922116e-05,7.991747e-05,7.991404e-05,7.991145e-05,7.99094e-05,7.990786e-05,7.99068e-05,7.990581e-05,7.990505e-05,7.9904436e-05,0.0022598347,0.09293409,0.16095424,0.47003472,0.26255167
Seq424,0.0019970625,0.0012600636,0.00067708606,0.0003233037,0.00015755506,9.0594236e-05,6.387646e-05,5.2411477e-05,4.703218e-05,4.430501e-05,4.283709e-05,4.200939e-05,4.1524516e-05,4.1231087e-05,4.1048337e-05,4.0931653e-05,4.0855448e-05,4.080471e-05,4.0770403e-05,4.0746807e-05,4.0730374e-05,4.0718834e-05,4.0710565e-05,4.0704665e-05,4.070032e-05,4.0697214e-05,4.0694846e-05,4.06931e-05,4.0691782e-05,4.0690735e-05,4.068992e-05,4.0689374e-05,4.068891e-05,4.0688523e-05,0.0004948826,0.011196401,0.038682748,0.1549819,0.36802623,0.42092207
Seq425,0.0013388937,0.0008447864,0.00045394013,0.00021675312,0.000105629886,6.0737268e-05,4.282482e-05,3.513829e-05,3.1531843e-05,2.9703462e-05,2.8719352e-05,2.8164435e-05,2.7839362e-05,2.7642638e-05,2.7520115e-05,2.7441885e-05,2.7390794e-05,2.7356778e-05,2.7333752e-05,2.731796e-05,2.7306914e-05,2.729921e-05,2.7293663e-05,2.7289681e-05,2.7286793e-05,2.7284685e-05,2.7283124e-05,2.7281925e-05,2.7281043e-05,2.7280365e-05,2.727982e-05,2.7279428e-05,0.00295915,0.0054907436,0.0050522233,0.024207013,0.39632258,0.20914568,0.12096751,0.23209098
Seq426,0.0027690418,0.0017471507,0.0009388193,0.0004482794,0.00021845913,0.00012561418,8.856844e-05,7.267149e-05,6.521279e-05,6.143141e-05,5.9396123e-05,5.824841e-05,5.7576162e-05,5.7169305e-05,5.691591e-05,5.6754063e-05,5.66484e-05,5.657811e-05,5.6530534e-05,5.6497767e-05,5.647503e-05,5.6458986e-05,5.644757e-05,5.6439338e-05,5.643336e-05,5.6429002e-05,5.6425717e-05,5.6423298e-05,5.6421464e-05,5.6420013e-05,5.6418936e-05,5.6418186e-05,5.6417484e-05,0.0011290924,0.0093961675,0.03122946,0.18110965,0.25037462,0.33944002,0.1794799
Seq427,0.01248166,0.007875411,0.004231795,0.0020206515,0.0009847207,0.0005662149,0.0003992286,0.0003275721,0.00029395145,0.00027690647,0.00026773254,0.00026255913,0.00025952893,0.00025769495,0.00025655277,0.00025582325,0.00025534697,0.00025503009,0.00025481542,0.00025466795,0.00025456524,0.00025449315,0.00025444172,0.00025440432,0.00025437764,0.00025435776,0.0002543432,0.00025433206,0.0002543238,0.0002543175,0.00025431265,0.000254309,0.00025430584,0.00025430342,0.00025430147,0.00025430004,0.012218701,0.03331916,0.06146859,0.8568859
Seq428,0.006393617,0.0040341076,0.0021676987,0.0010350603,0.0005044142,0.00029003844,0.00020450121,0.00016779584,0.00015057396,0.00014184289,0.00013714349,0.00013449346,0.00013294126,0.00013200183,0.00013141676,0.00013104307,0.0001307991,0.00013063678,0.00013052682,0.00013045128,0.00013039868,0.00013036173,0.00013033538,0.00013031637,0.00013030258,0.00013029251,0.00013028493,0.00013027935,0.00013027512,0.00013027176,0.00013026928,0.00013026742,0.00013026592,0.00013026469,0.00020832662,0.007628346,0.030295204,0.36840564,0.21731316,0.35791403
Seq429,0.008242608,0.005200744,0.0027945826,0.0013343929,0.00065028743,0.0003739156,0.0002636416,0.00021632126,0.00019411895,0.00018286292,0.00017680446,0.00017338815,0.00017138699,0.00017017589,0.0001694216,0.00016893992,0.0001686254,0.00016841607,0.00016827439,0.00016817701,0.00016810917,0.00016806157,0.0001680275,0.000168003,0.00016798521,0.00016797223,0.00016796256,0.00016795525,0.00016794981,0.00016794557,0.00016794227,0.00016793996,0.00016793796,0.00016793636,0.00016793507,0.0019670483,0.04245999,0.24130727,0.31203306,0.37855586
Seq430,0.0010448614,0.0006592642,0.00035425104,0.0001691523,8.243267e-05,4.739885e-05,3.342013e-05,2.7421627e-05,2.4607185e-05,2.318033e-05,2.2412341e-05,2.1979267e-05,2.1725602e-05,2.1572081e-05,2.1476466e-05,2.1415395e-05,2.1375525e-05,2.1348998e-05,2.133105e-05,2.1318685e-05,2.1310108e-05,2.1304051e-05,2.1299746e-05,2.1296639e-05,2.1294381e-05,2.1292739e-05,2.12915e-05,2.1290587e-05,2.1289894e-05,4.3007796e-05,0.0007278075,0.0039327857,0.0028776152,0.0130652515,0.013005745,0.12521279,0.220312,0.23046744,0.14970824,0.23777363
Seq431,0.004263013,0.0026897846,0.0014453371,0.000690138,0.00033632363,0.00019338635,0.00013635344,0.00011187968,0.000100396814,9.457528e-05,9.14419e-05,8.967496e-05,8.864002e-05,8.801365e-05,8.762354e-05,8.737438e-05,8.721171e-05,8.7103486e-05,8.7030254e-05,8.69798e-05,8.6944805e-05,8.69201e-05,8.690253e-05,8.688984e-05,8.688065e-05,8.687394e-05,8.686888e-05,8.686516e-05,8.686234e-05,8.6860106e-05,8.685845e-05,8.685728e-05,8.685621e-05,8.685538e-05,0.0003902241,0.003273775,0.03879693,0.20855892,0.333891,0.40293056
Seq432,0.0017348136,0.0010945955,0.00058817305,0.00028084836,0.00013686535,7.869765e-05,5.5488385e-05,4.55289e-05,4.0856004e-05,3.848696e-05,3.7211877e-05,3.649283e-05,3.6071666e-05,3.581677e-05,3.5658017e-05,3.555662e-05,3.5490422e-05,3.544638e-05,3.5416546e-05,3.539605e-05,3.538177e-05,3.5371755e-05,3.5364603e-05,3.535941e-05,3.53557e-05,3.5352932e-05,3.5350913e-05,3.534936e-05,3.5348217e-05,3.534734e-05,3.5346664e-05,3.534616e-05,3.534572e-05,0.001438794,0.07810078,0.17863408,0.24454565,0.27125123,0.17937359,0.04174343
Seq433,0.004574655,0.002886418,0.0015509967,0.00074058963,0.0003609101,0.00020752361,0.00014632138,0.000120058496,0.000107736196,0.00010148908,9.8126635e-05,9.623063e-05,9.511993e-05,9.444777e-05,9.402915e-05,9.376186e-05,9.3587296e-05,9.347107e-05,9.3392395e-05,9.3338436e-05,9.33007e-05,9.3274364e-05,9.3255425e-05,9.324181e-05,9.323195e-05,9.322474e-05,9.3219416e-05,9.321533e-05,9.32123e-05,9.320998e-05,9.3208124e-05,9.3206785e-05,9.320572e-05,9.3204835e-05,9.3204115e-05,0.00062794733,0.018752838,0.10488736,0.6418552,0.22073607
Seq434,0.0012815885,0.00080862927,0.00043451114,0.00020747591,0.00010110884,5.8137663e-05,4.0991887e-05,3.3634376e-05,3.0182284e-05,2.8432156e-05,2.7490141e-05,2.6958975e-05,2.6647816e-05,2.6459511e-05,2.634223e-05,2.626735e-05,2.6218446e-05,2.6185886e-05,2.616387e-05,2.6148728e-05,2.6138181e-05,2.6130781e-05,2.6125474e-05,2.6121685e-05,2.6118896e-05,2.6116903e-05,2.6115382e-05,2.6114263e-05,2.6113416e-05,2.6112742e-05,0.00072862406,0.008731794,0.020086683,0.19339815,0.109721795,0.32800704,0.059612717,0.08787112,0.10136798,0.086923406
Seq435,0.0006062623,0.00038252643,0.00020554793,9.814764e-05,4.7830097e-05,2.7502347e-05,1.9391438e-05,1.5910915e-05,1.4277884e-05,1.3449977e-05,1.3004365e-05,1.2753093e-05,1.2605898e-05,1.2516818e-05,1.246134e-05,1.2425917e-05,1.2402783e-05,1.238738e-05,1.2376952e-05,1.2369803e-05,1.23648015e-05,1.2361312e-05,1.2358801e-05,1.2356998e-05,1.2355689e-05,1.2354735e-05,1.2354028e-05,1.2353486e-05,1.2353085e-05,0.00026746586,0.01771692,0.027569588,0.027467225,0.078223675,0.14418586,0.06536512,0.1485962,0.20458877,0.15931779,0.12503405
Seq436,0.002493667,0.0015734007,0.0008454559,0.0004036991,0.0001967339,0.00011312214,7.976051e-05,6.544448e-05,5.872753e-05,5.5322198e-05,5.3489315e-05,5.245574e-05,5.1850344e-05,5.1483952e-05,5.1255753e-05,5.1110004e-05,5.101485e-05,5.095154e-05,5.09087e-05,5.0879193e-05,5.085872e-05,5.0844268e-05,5.083399e-05,5.0826573e-05,5.0821192e-05,5.081727e-05,5.0814313e-05,5.081213e-05,5.0810482e-05,5.0809173e-05,5.080821e-05,5.0807528e-05,5.08069e-05,0.00048399696,0.0044612666,0.045912262,0.07918674,0.35146663,0.34128755,0.17014019
Seq437,0.00120156,0.00075813464,0.0004073784,0.00019452022,9.479516e-05,5.4507294e-05,3.8432172e-05,3.1534073e-05,2.8297545e-05,2.6656704e-05,2.577354e-05,2.5275516e-05,2.498381e-05,2.4807263e-05,2.469731e-05,2.462708e-05,2.458123e-05,2.4550725e-05,2.4530085e-05,2.4515866e-05,2.4506002e-05,2.4499037e-05,2.4494086e-05,2.4490511e-05,2.448792e-05,2.4486028e-05,2.4484603e-05,2.4483552e-05,0.0015671178,0.019410357,0.018862413,0.014823221,0.03625976,0.07572463,0.25389937,0.2044101,0.14370447,0.08545393,0.057298206,0.08530616
Seq438,0.0013156694,0.00083013304,0.000446066,0.00021299327,0.00010379765,5.9683705e-05,4.208197e-05,3.4528806e-05,3.0984917e-05,2.9188248e-05,2.8221182e-05,2.767589e-05,2.7356453e-05,2.716314e-05,2.7042744e-05,2.6965872e-05,2.6915666e-05,2.6882242e-05,2.685964e-05,2.6844094e-05,2.683327e-05,2.6825668e-05,2.682022e-05,2.6816333e-05,2.681347e-05,2.6811424e-05,2.6809865e-05,2.6808713e-05,2.6807844e-05,2.6807153e-05,2.6806618e-05,2.680626e-05,0.00034502312,0.006226388,0.15239286,0.16441078,0.14845298,0.13208455,0.19543155,0.196957
Seq439,0.0066452455,0.0041928748,0.002253011,0.0010757964,0.00052426604,0.00030145328,0.0002125496,0.00017439957,0.00015649991,0.00014742523,0.000142541,0.00013978667,0.0001381734,0.00013719701,0.0001365889,0.0001362005,0.00013594692,0.00013577822,0.00013566394,0.00013558543,0.00013553073,0.00013549236,0.00013546497,0.00013544508,0.00013543086,0.00013542028,0.00013541253,0.00013540659,0.0001354022,0.00013539885,0.00013539624,0.00013539432,0.00013539263,0.015867867,0.1505842,0.055991262,0.10591876,0.027397042,0.088174574,0.53724873
Seq440,0.001931392,0.0012186284,0.0006548215,0.00031267252,0.00015237411,8.761523e-05,6.1776016e-05,5.068798e-05,4.5485576e-05,4.2848085e-05,4.1428484e-05,4.0627994e-05,4.0159066e-05,3.9875285e-05,3.9698545e-05,3.9585695e-05,3.9511997e-05,3.9462928e-05,3.942971e-05,3.9406932e-05,3.9391e-05,3.937988e-05,3.9371884e-05,3.936614e-05,3.936197e-05,3.935893e-05,3.9356677e-05,3.9354953e-05,3.9353676e-05,3.93527e-05,3.935191e-05,3.935135e-05,0.00026899282,0.004040761,0.0052513694,0.035332847,0.096525915,0.08973443,0.30062,0.4627958
Seq441,0.017748188,0.0111983735,0.0060173683,0.0028732498,0.0014002151,0.0008051249,0.00056767993,0.00046578835,0.0004179818,0.00039374502,0.0003806998,0.0003733437,0.00036903474,0.000366427,0.00036480287,0.00036376566,0.00036308842,0.00036263771,0.00036233262,0.00036212293,0.00036197688,0.00036187438,0.00036180104,0.00036174827,0.00036170994,0.000361682,0.00036166116,0.00036164548,0.00036163372,0.0003616246,0.00036161754,0.00036161253,0.00036160822,0.0003616048,0.000361602,0.0016245655,0.013623409,0.16308871,0.28784093,0.48284099
Seq442,0.00077696977,0.00049023575,0.00026342465,0.00012578335,6.12978e-05,3.5246263e-05,2.4851543e-05,2.0390997e-05,1.829815e-05,1.7237127e-05,1.6666057e-05,1.634402e-05,1.6155393e-05,1.6041231e-05,1.597013e-05,1.5924717e-05,1.589507e-05,1.5875346e-05,1.5861982e-05,1.5852804e-05,1.584641e-05,1.5841923e-05,1.583872e-05,1.5836393e-05,1.5834732e-05,1.5833493e-05,1.5832587e-05,0.0006057906,0.0061740847,0.006873065,0.017330067,0.026326977,0.16917409,0.15938714,0.11768576,0.15288635,0.09010829,0.044485632,0.11619744,0.09066011
Seq443,0.0040063807,0.0025278602,0.001358328,0.00064859184,0.000316077,0.00018174454,0.000128145,0.00010514455,9.4352945e-05,8.888187e-05,8.5937114e-05,8.4276544e-05,8.330391e-05,8.271525e-05,8.2348626e-05,8.211446e-05,8.196158e-05,8.185987e-05,8.179105e-05,8.174364e-05,8.171074e-05,8.1687525e-05,8.1671016e-05,8.16591e-05,8.1650454e-05,8.1644146e-05,8.1639395e-05,8.163589e-05,8.163324e-05,8.1631144e-05,8.162959e-05,8.1628496e-05,8.1627484e-05,8.1626706e-05,8.162609e-05,0.0007098066,0.01250243,0.33886063,0.35189706,0.28452185
Seq444,0.003948324,0.0024912287,0.0013386438,0.0006391927,0.00031149673,0.00017911078,0.00012628798,0.00010362084,9.298563e-05,8.7593835e-05,8.4691834e-05,8.305533e-05,8.209679e-05,8.151666e-05,8.115535e-05,8.0924576e-05,8.0773905e-05,8.067368e-05,8.060577e-05,8.0559126e-05,8.052663e-05,8.050382e-05,8.048755e-05,8.047573e-05,8.046729e-05,8.0461e-05,8.045639e-05,8.045286e-05,8.0450256e-05,8.044826e-05,8.044673e-05,8.044558e-05,8.044458e-05,8.044381e-05,0.00024649902,0.008623552,0.113330476,0.1758289,0.36813852,0.32257107
Seq445,0.0014392982,0.00090813753,0.0004879812,0.00023300748,0.000113551134,6.529196e-05,4.603626e-05,3.777332e-05,3.389642e-05,3.193093e-05,3.0873052e-05,3.027649e-05,2.9927069e-05,2.9715591e-05,2.9583882e-05,2.9499757e-05,2.9444835e-05,2.9408297e-05,2.9383542e-05,2.9366538e-05,2.9354693e-05,2.934638e-05,2.9340448e-05,2.9336139e-05,2.9333063e-05,2.9330768e-05,2.9329089e-05,2.9327803e-05,2.9326851e-05,2.9326126e-05,2.9325565e-05,9.907002e-05,0.0083372835,0.044043962,0.1685852,0.21658817,0.15845543,0.08719757,0.123465426,0.18921077
Seq446,0.0027514363,0.0017360424,0.00093284994,0.00044542906,0.00021707018,0.00012481547,8.800528e-05,7.220942e-05,6.479814e-05,6.10408e-05,5.9018512e-05,5.7878093e-05,5.7210127e-05,5.6805853e-05,5.655407e-05,5.6393248e-05,5.628826e-05,5.621841e-05,5.6171088e-05,5.6138582e-05,5.6115943e-05,5.610005e-05,5.608871e-05,5.6080473e-05,5.6074587e-05,5.6070203e-05,5.6066994e-05,5.606454e-05,5.606272e-05,5.606133e-05,5.606026e-05,8.4498366e-05,0.0050792857,0.045056235,0.35219595,0.08838076,0.14968237,0.17022932,0.088431984,0.09318041
Seq447,0.003977444,0.0025096023,0.0013485175,0.0006439073,0.0003137941,0.00018043186,0.00012721946,0.00010438513,9.367147e-05,8.823991e-05,8.5316424e-05,8.366794e-05,8.270224e-05,8.211783e-05,8.175385e-05,8.152146e-05,8.136968e-05,8.126863e-05,8.1200225e-05,8.115331e-05,8.11205e-05,8.1097605e-05,8.108114e-05,8.10693e-05,8.106072e-05,8.105446e-05,8.1049824e-05,8.1046266e-05,8.104364e-05,8.104163e-05,8.104001e-05,8.1038845e-05,8.103792e-05,8.103715e-05,0.000110464,0.002552379,0.07643725,0.1956294,0.18432349,0.5296029
Seq448,0.00068063004,0.00042944937,0.00023076164,0.00011018701,5.3697222e-05,3.0875945e-05,2.1770109e-05,1.7862641e-05,1.6029295e-05,1.5099831e-05,1.4599557e-05,1.4317449e-05,1.4152212e-05,1.4052206e-05,1.3989921e-05,1.395014e-05,1.3924167e-05,1.390689e-05,1.3895197e-05,1.3887141e-05,1.3881555e-05,1.387761e-05,0.00031455467,0.0048726355,0.0066725384,0.010080461,0.13475756,0.060044747,0.08767684,0.08381699,0.096429765,0.08051651,0.115659446,0.031206228,0.0425486,0.0486476,0.10008517,0.020377317,0.028220527,0.046297684
Seq449,0.0005526558,0.00034870292,0.000187373,8.946925e-05,4.360092e-05,2.5070542e-05,1.7676815e-05,1.4504043e-05,1.3015408e-05,1.2260706e-05,1.1854508e-05,1.1625442e-05,1.1491273e-05,1.141007e-05,1.1359498e-05,1.1327195e-05,1.1306106e-05,1.1292077e-05,1.1282571e-05,1.1276043e-05,1.1271494e-05,1.1268303e-05,1.1266025e-05,0.00019539309,0.0076200375,0.02256194,0.05034722,0.045341183,0.03465497,0.08027801,0.077711225,0.13396509,0.09510602,0.07593092,0.052846678,0.07348088,0.10991209,0.057100765,0.04348283,0.03801245
Seq450,0.03000248,0.018930322,0.010172076,0.0048570936,0.002366998,0.0013610257,0.00095963624,0.00078739336,0.0007065785,0.0006656074,0.00064355513,0.00063111994,0.0006238359,0.0006194276,0.00061668205,0.0006149288,0.00061378395,0.000613022,0.00061250624,0.0006121518,0.00061190495,0.0006117316,0.0006116076,0.00061151845,0.0006114537,0.00061140646,0.0006113712,0.00061134464,0.0006113248,0.00061130937,0.00061129744,0.000611289,0.0006112817,0.00061127584,0.0006112712,0.02178285,0.065048575,0.1669241,0.3065811,0.35348174
Seq451,0.012619757,0.007962544,0.004278616,0.002043008,0.0009956157,0.00057247956,0.00040364565,0.00033119638,0.00029720375,0.00027997032,0.0002706946,0.00026546407,0.00026240022,0.000260546,0.00025939118,0.0002586537,0.0002581721,0.00025785164,0.0002576347,0.00025748563,0.00025738176,0.0002573089,0.00025725673,0.00025721922,0.00025719198,0.00025717213,0.00025715728,0.0002571461,0.00025713778,0.0002571313,0.00025712626,0.0002571227,0.00025711962,0.00025711718,0.0002571152,0.0011551387,0.018489255,0.24279656,0.3028555,0.39845353
Seq452,0.000572758,0.0003613866,0.00019418848,9.2723596e-05,4.518681e-05,2.5982454e-05,1.8319788e-05,1.5031626e-05,1.3488842e-05,1.2706689e-05,1.228569e-05,1.2048305e-05,1.1909244e-05,1.1825087e-05,1.1772675e-05,1.1739209e-05,1.1717353e-05,1.1702802e-05,1.1692962e-05,1.1686196e-05,1.1681483e-05,1.1678174e-05,1.1675802e-05,1.167411e-05,1.16728625e-05,1.1671973e-05,1.1671294e-05,1.1670793e-05,1.1670414e-05,1.1670114e-05,0.00114484,0.0142329205,0.105348036,0.2623686,0.071017414,0.16382867,0.10531724,0.121637985,0.08723695,0.06628051
Seq453,0.0063197087,0.0039874744,0.002142642,0.0010230959,0.0004985834,0.00028668583,0.00020213734,0.00016585618,0.00014883338,0.00014020324,0.00013555816,0.00013293889,0.00013140452,0.00013047595,0.00012989763,0.00012952837,0.00012928723,0.00012912668,0.00012901798,0.00012894344,0.0001288913,0.00012885494,0.00012882876,0.00012880996,0.00012879632,0.00012878639,0.00012877901,0.00012877336,0.00012876918,0.000128766,0.00012876341,0.00012876156,0.0001287601,0.00012875887,0.00017407622,0.019368134,0.12065567,0.12071891,0.26237056,0.4586882
