,Length,R3,R2,R1
Seq1165,16.0,0.34057220816612244,0.251389741897583,0.40803802013397217
Seq1166,18.0,0.42556214332580566,0.292315810918808,0.2821219861507416
Seq1167,33.0,0.26651522517204285,0.4924418032169342,0.24104298651218414
Seq1168,30.0,0.21955972909927368,0.3230985701084137,0.45734164118766785
Seq1169,18.0,0.45352903008461,0.24318693578243256,0.30328404903411865
Seq1170,34.0,0.13485413789749146,0.47573426365852356,0.3894115686416626
Seq1171,15.0,0.38125079870224,0.3314812183380127,0.2872679531574249
Seq1172,12.0,0.31626734137535095,0.2680526673793793,0.41568002104759216
Seq1173,49.0,0.25182121992111206,0.3846052289009094,0.36357346177101135
Seq1174,47.0,0.13325709104537964,0.43534767627716064,0.43139520287513733
Seq1175,18.0,0.3445391356945038,0.38080739974975586,0.27465346455574036
Seq1176,122.0,0.0989520326256752,0.4165470004081726,0.4845009744167328
Seq1177,14.0,0.37761184573173523,0.347402960062027,0.27498525381088257
Seq1178,15.0,0.2849253714084625,0.35009050369262695,0.3649841547012329
Seq1179,17.0,0.45136532187461853,0.18383602797985077,0.36479872465133667
Seq1180,17.0,0.43709251284599304,0.20773185789585114,0.35517561435699463
Seq1181,17.0,0.3924160599708557,0.3187521994113922,0.28883177042007446
Seq1182,60.0,0.23930445313453674,0.38683637976646423,0.3738591969013214
Seq1183,66.0,0.10351338237524033,0.41823023557662964,0.4782564043998718
Seq1184,30.0,0.37594977021217346,0.24567876756191254,0.3783714473247528
Seq1185,11.0,0.4445621073246002,0.2559279203414917,0.2995099127292633
Seq1186,64.0,0.2582097351551056,0.3352479636669159,0.4065423607826233
Seq1187,14.0,0.06282549351453781,0.2621213495731354,0.6750531196594238
Seq1188,39.0,0.34174036979675293,0.4261842370033264,0.23207548260688782
Seq1189,34.0,0.19030342996120453,0.3677106499671936,0.4419859051704407
Seq1190,17.0,0.43904513120651245,0.33000674843788147,0.23094810545444489
Seq1191,19.0,0.38238051533699036,0.21887345612049103,0.3987460136413574
Seq1192,88.0,0.08312815427780151,0.4425193667411804,0.47435250878334045
Seq1193,24.0,0.4740544557571411,0.303530752658844,0.2224147468805313
Seq1194,110.0,0.14785535633563995,0.290020227432251,0.5621244311332703
Seq1195,84.0,0.026012051850557327,0.3445400595664978,0.629447877407074
Seq1196,19.0,0.42287787795066833,0.2221430242061615,0.35497912764549255
Seq1197,13.0,0.30593276023864746,0.34911155700683594,0.3449557423591614
Seq1198,30.0,0.20949265360832214,0.2650514245033264,0.5254559516906738
Seq1199,78.0,0.06844200938940048,0.47900113463401794,0.45255687832832336
Seq1200,91.0,0.3577599823474884,0.2901557981967926,0.3520842492580414
Seq1201,25.0,0.3424963653087616,0.40375879406929016,0.25374487042427063
Seq1202,69.0,0.09033843129873276,0.3478478491306305,0.5618137121200562
Seq1203,26.0,0.31534093618392944,0.3388320505619049,0.3458270728588104
Seq1204,23.0,0.16123470664024353,0.37728381156921387,0.461481511592865
Seq1205,13.0,0.3813859224319458,0.31357312202453613,0.30504098534584045
Seq1206,77.0,0.3158798813819885,0.280417263507843,0.40370282530784607
Seq1207,83.0,0.2447095513343811,0.34565162658691406,0.40963879227638245
Seq1208,35.0,0.3374772071838379,0.3360539972782135,0.3264687657356262
Seq1209,18.0,0.44107314944267273,0.2974686622619629,0.261458158493042
Seq1210,31.0,0.427192747592926,0.26460033655166626,0.30820685625076294
Seq1211,40.0,0.4512898027896881,0.31116458773612976,0.23754562437534332
Seq1212,17.0,0.22455571591854095,0.3065511882305145,0.4688930809497833
Seq1213,16.0,0.29287824034690857,0.24683243036270142,0.46028932929039
Seq1214,50.0,0.02919052354991436,0.31306377053260803,0.6577456593513489
Seq1215,38.0,0.23677772283554077,0.37910953164100647,0.384112685918808
Seq1216,40.0,0.09832949191331863,0.2707609534263611,0.6309095621109009
Seq1217,39.0,0.18324388563632965,0.2961382269859314,0.5206178426742554
Seq1218,20.0,0.42918404936790466,0.314473956823349,0.25634199380874634
Seq1219,25.0,0.3281409442424774,0.3249334692955017,0.3469255268573761
Seq1220,22.0,0.19144229590892792,0.3624790608882904,0.4460785984992981
Seq1221,76.0,0.04496016725897789,0.42658236622810364,0.528457522392273
Seq1222,63.0,0.03941929712891579,0.32541945576667786,0.6351611614227295
Seq1223,93.0,0.14407476782798767,0.31706520915031433,0.5388599634170532
Seq1224,15.0,0.37970009446144104,0.2299678921699524,0.3903319239616394
Seq1225,28.0,0.37498506903648376,0.24271799623966217,0.38229691982269287
Seq1226,48.0,0.028446780517697334,0.454332172870636,0.5172210931777954
Seq1227,26.0,0.38338473439216614,0.22584396600723267,0.3907712697982788
Seq1228,20.0,0.35617393255233765,0.21123462915420532,0.4325914680957794
Seq1229,16.0,0.35823237895965576,0.38588544726371765,0.255882203578949
Seq1230,19.0,0.35928666591644287,0.34533241391181946,0.29538092017173767
Seq1231,64.0,0.1528339833021164,0.36019933223724365,0.48696663975715637
Seq1232,28.0,0.3425475060939789,0.2846021056175232,0.3728504180908203
Seq1233,38.0,0.04897773265838623,0.41977205872535706,0.5312501788139343
Seq1234,15.0,0.3493289053440094,0.29668813943862915,0.35398298501968384
Seq1235,34.0,0.08976183831691742,0.2799508273601532,0.6302873492240906
Seq1236,25.0,0.37806829810142517,0.3979882299900055,0.22394344210624695
Seq1237,46.0,0.06821037083864212,0.36289656162261963,0.5688930749893188
Seq1238,41.0,0.20976375043392181,0.37271150946617126,0.4175247848033905
Seq1239,33.0,0.2154010683298111,0.4104078412055969,0.37419119477272034
Seq1240,20.0,0.5116215944290161,0.21384772658348083,0.27453064918518066
Seq1241,32.0,0.35275572538375854,0.28962990641593933,0.3576143980026245
Seq1242,14.0,0.409306138753891,0.26674312353134155,0.32395070791244507
Seq1243,25.0,0.4766260087490082,0.25197941064834595,0.2713946998119354
Seq1244,72.0,0.231290802359581,0.3817592263221741,0.3869500160217285
Seq1245,34.0,0.3261905908584595,0.43079060316085815,0.24301880598068237
Seq1246,52.0,0.2533424198627472,0.2830828130245209,0.46357476711273193
Seq1247,14.0,0.3316356837749481,0.42798060178756714,0.24038374423980713
Seq1248,36.0,0.2733308970928192,0.3182421326637268,0.4084268808364868
Seq1249,24.0,0.3040151596069336,0.3918023109436035,0.3041824996471405
Seq1250,35.0,0.1767820566892624,0.5279847979545593,0.2952331006526947
Seq1251,12.0,0.2932254374027252,0.28770411014556885,0.41907045245170593
Seq1252,35.0,0.1945452243089676,0.4070490598678589,0.39840564131736755
Seq1253,82.0,0.1297352910041809,0.4089864194393158,0.4612783193588257
Seq1254,12.0,0.3877795934677124,0.3299746811389923,0.2822456955909729
Seq1255,22.0,0.2690715193748474,0.41179487109184265,0.3191336691379547
Seq1256,25.0,0.42084431648254395,0.2771688997745514,0.3019867539405823
Seq1257,29.0,0.3242369294166565,0.24303995072841644,0.43272313475608826
Seq1258,12.0,0.3826265037059784,0.29003384709358215,0.32733961939811707
Seq1259,39.0,0.2110728621482849,0.30160799622535706,0.4873191714286804
Seq1260,12.0,0.39884451031684875,0.3416399359703064,0.25951555371284485
Seq1261,21.0,0.20657850801944733,0.3028389811515808,0.49058252573013306
Seq1262,19.0,0.43493059277534485,0.2292274534702301,0.33584195375442505
Seq1263,22.0,0.3852907717227936,0.2596173584461212,0.3550918698310852
Seq1264,35.0,0.352108895778656,0.35157114267349243,0.2963199317455292
Seq1265,30.0,0.5071131587028503,0.23470453917980194,0.2581822872161865
Seq1266,71.0,0.16181683540344238,0.3466239273548126,0.491559237241745
Seq1267,29.0,0.24469730257987976,0.29885679483413696,0.4564458727836609
Seq1268,14.0,0.3652145266532898,0.40274763107299805,0.23203785717487335
Seq1269,24.0,0.37582799792289734,0.3321141302585602,0.2920578420162201
Seq1270,23.0,0.24474501609802246,0.27542486786842346,0.4798300564289093
Seq1271,75.0,0.10064367204904556,0.5480387806892395,0.3513176143169403
Seq1272,69.0,0.1860588788986206,0.32034510374069214,0.49359607696533203
Seq1273,39.0,0.17424051463603973,0.4657880365848541,0.35997146368026733
Seq1274,67.0,0.18964362144470215,0.3180566728115082,0.4922997057437897
Seq1275,32.0,0.2625919580459595,0.296622097492218,0.4407859444618225
Seq1276,34.0,0.3205520510673523,0.297161728143692,0.3822862505912781
Seq1277,42.0,0.07131005823612213,0.32500043511390686,0.6036894917488098
Seq1278,46.0,0.1013728454709053,0.31798574328422546,0.5806413888931274
Seq1279,48.0,0.05659283697605133,0.3595196306705475,0.5838875770568848
Seq1280,29.0,0.17649291455745697,0.340772807598114,0.48273423314094543
Seq1281,85.0,0.20553183555603027,0.2832178771495819,0.5112502574920654
Seq1282,32.0,0.39192435145378113,0.3048647344112396,0.3032108247280121
Seq1283,49.0,0.08815836906433105,0.39592236280441284,0.5159193277359009
Seq1284,23.0,0.36746689677238464,0.25614893436431885,0.3763841390609741
Seq1285,17.0,0.42410707473754883,0.269462913274765,0.30643001198768616
Seq1286,61.0,0.14051033556461334,0.407180517911911,0.45230916142463684
Seq1287,26.0,0.19441558420658112,0.3106277287006378,0.4949566721916199
Seq1288,18.0,0.3706342875957489,0.21854105591773987,0.41082459688186646
Seq1289,19.0,0.4250662624835968,0.26102587580680847,0.31390777230262756
Seq1290,22.0,0.2569306790828705,0.2857523560523987,0.4573170244693756
Seq1291,51.0,0.23224231600761414,0.38923221826553345,0.3785254657268524
Seq1292,29.0,0.24640381336212158,0.4665226340293884,0.2870735228061676
Seq1293,56.0,0.2847798466682434,0.33593690395355225,0.3792833089828491
Seq1294,17.0,0.35977232456207275,0.24515657126903534,0.3950711190700531
Seq1295,37.0,0.14814944565296173,0.45413100719451904,0.39771953225135803
Seq1296,124.0,0.01835133694112301,0.3495190441608429,0.6321296095848083
Seq1297,13.0,0.24956974387168884,0.2772756516933441,0.47315460443496704
Seq1298,35.0,0.3743809163570404,0.3427121937274933,0.2829068601131439
Seq1299,20.0,0.2831834852695465,0.27571797370910645,0.44109857082366943
Seq1300,41.0,0.2689211070537567,0.3067728579044342,0.42430609464645386
Seq1301,45.0,0.2551078498363495,0.36614522337913513,0.37874698638916016
Seq1302,104.0,0.15373100340366364,0.24095679819583893,0.6053122282028198
Seq1303,14.0,0.35001009702682495,0.24071566760540009,0.40927422046661377
Seq1304,28.0,0.16554111242294312,0.35316604375839233,0.4812929034233093
Seq1305,66.0,0.20398610830307007,0.33988144993782043,0.45613235235214233
Seq1306,70.0,0.18608742952346802,0.4375767111778259,0.37633585929870605
Seq1307,47.0,0.34279903769493103,0.31459659337997437,0.3426043391227722
Seq1308,19.0,0.3851730227470398,0.18306277692317963,0.4317641854286194
Seq1309,20.0,0.4313770532608032,0.24074368178844452,0.32787927985191345
Seq1310,42.0,0.24686728417873383,0.3061531186103821,0.4469795227050781
Seq1311,41.0,0.16104459762573242,0.3406103849411011,0.4983450174331665
Seq1312,34.0,0.26206913590431213,0.2801732122898102,0.45775771141052246
Seq1313,88.0,0.11586283892393112,0.27341213822364807,0.6107250452041626
Seq1314,24.0,0.3858911693096161,0.3143725097179413,0.2997363209724426
Seq1315,31.0,0.3346969485282898,0.2775769829750061,0.3877260386943817
Seq1316,27.0,0.36184126138687134,0.40018150210380554,0.23797725141048431
Seq1317,29.0,0.0968296229839325,0.27447107434272766,0.6286993026733398
Seq1318,15.0,0.4134070575237274,0.3119397759437561,0.27465319633483887
Seq1319,53.0,0.2780223488807678,0.36607497930526733,0.35590270161628723
Seq1320,16.0,0.41123783588409424,0.291932612657547,0.2968295216560364
Seq1321,32.0,0.27055150270462036,0.26991158723831177,0.45953691005706787
Seq1322,34.0,0.41713017225265503,0.29155629873275757,0.2913135886192322
Seq1323,130.0,0.20678405463695526,0.4014877378940582,0.3917281925678253
Seq1324,32.0,0.35828953981399536,0.3018375635147095,0.33987289667129517
Seq1325,19.0,0.4296601414680481,0.17258504033088684,0.39775484800338745
Seq1326,11.0,0.3989833891391754,0.3622450530529022,0.23877163231372833
Seq1327,32.0,0.29856187105178833,0.25407084822654724,0.44736728072166443
Seq1328,15.0,0.36999258399009705,0.28527459502220154,0.34473279118537903
Seq1329,25.0,0.2825183868408203,0.3173016607761383,0.4001798927783966
Seq1330,19.0,0.3335742652416229,0.24301210045814514,0.42341363430023193
Seq1331,11.0,0.3805614411830902,0.3190585672855377,0.30037999153137207
Seq1332,17.0,0.2874182462692261,0.38394951820373535,0.32863226532936096
Seq1333,25.0,0.26436617970466614,0.369695782661438,0.36593806743621826
Seq1334,24.0,0.33092769980430603,0.24684663116931915,0.42222562432289124
Seq1335,17.0,0.2877785563468933,0.2680312991142273,0.4441900849342346
Seq1336,32.0,0.4174168109893799,0.22960080206394196,0.3529823422431946
Seq1337,11.0,0.3958073556423187,0.25096213817596436,0.3532305359840393
Seq1338,21.0,0.34006041288375854,0.3862362802028656,0.27370327711105347
Seq1339,62.0,0.2393665760755539,0.32329243421554565,0.43734094500541687
Seq1340,28.0,0.2792401909828186,0.25150933861732483,0.46925050020217896
Seq1341,32.0,0.30617550015449524,0.2763410210609436,0.41748347878456116
Seq1342,19.0,0.31897470355033875,0.3717932403087616,0.30923205614089966
Seq1343,49.0,0.2808067798614502,0.24260874092578888,0.4765845239162445
Seq1344,29.0,0.270713210105896,0.348080575466156,0.381206214427948
Seq1345,22.0,0.37582728266716003,0.2752634882926941,0.3489092290401459
Seq1346,37.0,0.23834875226020813,0.22402161359786987,0.5376296043395996
Seq1347,15.0,0.38939395546913147,0.2233787477016449,0.38722729682922363
Seq1348,61.0,0.28246116638183594,0.33809831738471985,0.3794404864311218
Seq1349,37.0,0.23376445472240448,0.4610629081726074,0.30517256259918213
Seq1350,22.0,0.3118528127670288,0.3432089686393738,0.3449382185935974
Seq1351,21.0,0.4590180814266205,0.22805173695087433,0.3129301071166992
Seq1352,11.0,0.39214473962783813,0.24859316647052765,0.3592621386051178
Seq1353,59.0,0.38036584854125977,0.2901521921157837,0.32948198914527893
Seq1354,14.0,0.4580850303173065,0.2610185742378235,0.28089639544487
Seq1355,22.0,0.41812020540237427,0.35186702013015747,0.2300127148628235
Seq1356,37.0,0.1994667947292328,0.3035690188407898,0.49696415662765503
Seq1357,18.0,0.31466129422187805,0.44119638204574585,0.24414236843585968
Seq1358,132.0,0.013499691151082516,0.2683010399341583,0.7181993126869202
Seq1359,26.0,0.3699494004249573,0.24481788277626038,0.38523271679878235
Seq1360,64.0,0.22792252898216248,0.40286746621131897,0.36920997500419617
Seq1361,18.0,0.3638487756252289,0.3209821879863739,0.31516897678375244
Seq1362,26.0,0.34841209650039673,0.2651764452457428,0.38641154766082764
Seq1363,12.0,0.3001708388328552,0.355431467294693,0.3443976938724518
Seq1364,13.0,0.433704137802124,0.307967871427536,0.25832802057266235
Seq1365,17.0,0.33113133907318115,0.30896297097206116,0.3599056005477905
Seq1366,29.0,0.34842464327812195,0.21649205684661865,0.4350832998752594
Seq1367,26.0,0.4032610058784485,0.28576916456222534,0.31096982955932617
Seq1368,73.0,0.04626305401325226,0.3606228828430176,0.5931140780448914
Seq1369,46.0,0.06310395896434784,0.2470742166042328,0.6898218989372253
Seq1370,37.0,0.2566525638103485,0.3206600844860077,0.4226873219013214
Seq1371,15.0,0.40058550238609314,0.2517721354961395,0.34764236211776733
Seq1372,28.0,0.43437933921813965,0.2562773823738098,0.30934327840805054
Seq1373,52.0,0.2090376317501068,0.40193143486976624,0.3890308737754822
Seq1374,19.0,0.3931647837162018,0.2719748318195343,0.3348603844642639
Seq1375,14.0,0.5155692100524902,0.2054847925901413,0.27894601225852966
Seq1376,28.0,0.3446889817714691,0.2817048728466034,0.3736061155796051
Seq1377,21.0,0.3018999695777893,0.2350045144557953,0.4630955457687378
Seq1378,35.0,0.24547463655471802,0.29467853903770447,0.4598467946052551
Seq1379,32.0,0.28481513261795044,0.2708270251750946,0.44435781240463257
Seq1380,72.0,0.2489805370569229,0.3952869474887848,0.3557325005531311
Seq1381,22.0,0.4350319504737854,0.2769743800163269,0.2879936099052429
Seq1382,32.0,0.1325773000717163,0.29216888546943665,0.5752538442611694
Seq1383,21.0,0.3865722119808197,0.3564934730529785,0.25693434476852417
Seq1384,14.0,0.3759714365005493,0.25096240639686584,0.37306615710258484
Seq1385,34.0,0.19887501001358032,0.4001155495643616,0.40100938081741333
Seq1386,26.0,0.2094586342573166,0.2515413463115692,0.5390000343322754
Seq1387,23.0,0.47709712386131287,0.250939279794693,0.27196353673934937
Seq1388,11.0,0.2804833948612213,0.24812978506088257,0.4713868498802185
Seq1389,55.0,0.21373601257801056,0.2669256925582886,0.5193383097648621
Seq1390,27.0,0.1338176429271698,0.2904531955718994,0.5757291316986084
Seq1391,11.0,0.44331127405166626,0.21334834396839142,0.3433403968811035
Seq1392,26.0,0.21334515511989594,0.26075664162635803,0.5258982181549072
Seq1393,36.0,0.44013404846191406,0.206972137093544,0.35289376974105835
Seq1394,28.0,0.2326287031173706,0.23973169922828674,0.5276395678520203
Seq1395,14.0,0.42966365814208984,0.2922443449497223,0.27809202671051025
Seq1396,53.0,0.15624941885471344,0.3568657636642456,0.4868848919868469
Seq1397,27.0,0.3655601143836975,0.27751097083091736,0.3569289445877075
Seq1398,26.0,0.3267890512943268,0.27752113342285156,0.39568984508514404
Seq1399,23.0,0.15480154752731323,0.3245677649974823,0.5206307172775269
Seq1400,30.0,0.4362426698207855,0.2998726963996887,0.26388463377952576
Seq1401,25.0,0.2922389805316925,0.44421473145484924,0.263546347618103
Seq1402,15.0,0.359433114528656,0.23385882377624512,0.4067080020904541
Seq1403,63.0,0.12303894013166428,0.3348533809185028,0.5421077013015747
Seq1404,41.0,0.16986435651779175,0.4556623101234436,0.3744734525680542
Seq1405,21.0,0.2582300305366516,0.44055256247520447,0.30121737718582153
Seq1406,14.0,0.45347198843955994,0.25835633277893066,0.2881717085838318
Seq1407,18.0,0.28360509872436523,0.3906785249710083,0.3257163465023041
Seq1408,27.0,0.45595285296440125,0.3012716472148895,0.24277549982070923
Seq1409,49.0,0.1548926681280136,0.34136709570884705,0.5037401914596558
Seq1410,29.0,0.14633247256278992,0.29711031913757324,0.5565572381019592
Seq1411,19.0,0.27075132727622986,0.2550727427005768,0.47417590022087097
Seq1412,12.0,0.5357652902603149,0.1613323837518692,0.30290234088897705
Seq1413,33.0,0.3697349727153778,0.36359310150146484,0.2666718661785126
Seq1414,29.0,0.35493147373199463,0.2487361878156662,0.39633235335350037
Seq1415,24.0,0.3461539149284363,0.28689512610435486,0.36695098876953125
Seq1416,28.0,0.3659190237522125,0.2328108251094818,0.4012701213359833
Seq1417,21.0,0.4493570029735565,0.269773006439209,0.2808699607849121
Seq1418,20.0,0.35336506366729736,0.41444775462150574,0.2321871817111969
Seq1419,18.0,0.39253920316696167,0.3351811170578003,0.2722797691822052
Seq1420,28.0,0.27564096450805664,0.26307711005210876,0.4612818658351898
Seq1421,28.0,0.32196110486984253,0.28134313225746155,0.3966957628726959
Seq1422,32.0,0.42256101965904236,0.24490714073181152,0.33253180980682373
Seq1423,17.0,0.47574758529663086,0.21579118072986603,0.3084612786769867
Seq1424,50.0,0.28235694766044617,0.29103419184684753,0.4266089200973511
Seq1425,18.0,0.4029308557510376,0.34145909547805786,0.25561004877090454
Seq1426,42.0,0.18254375457763672,0.3061405122280121,0.5113157033920288
Seq1427,12.0,0.46302324533462524,0.21053282916545868,0.32644394040107727
Seq1428,30.0,0.45014944672584534,0.2564089894294739,0.2934415638446808
Seq1429,35.0,0.29480645060539246,0.36370354890823364,0.3414899706840515
Seq1430,27.0,0.20042714476585388,0.323463499546051,0.4761092960834503
Seq1431,120.0,0.045846566557884216,0.5075873136520386,0.4465661644935608
Seq1432,13.0,0.400656521320343,0.34774863719940186,0.2515948712825775
Seq1433,63.0,0.2480008453130722,0.3221844434738159,0.42981472611427307
Seq1434,46.0,0.4013158977031708,0.27597376704216003,0.32271039485931396
Seq1435,23.0,0.45133596658706665,0.2586788237094879,0.2899852395057678
Seq1436,25.0,0.21882623434066772,0.33152514696121216,0.44964858889579773
Seq1437,19.0,0.19870927929878235,0.2815098762512207,0.5197808742523193
Seq1438,39.0,0.10615695267915726,0.3236690163612366,0.570173978805542
Seq1439,29.0,0.3980937600135803,0.3503004014492035,0.2516057789325714
Seq1440,20.0,0.41501644253730774,0.2507407069206238,0.3342427611351013
Seq1441,40.0,0.10501555353403091,0.36080947518348694,0.534174919128418
Seq1442,52.0,0.46517810225486755,0.21660347282886505,0.3182184398174286
Seq1443,31.0,0.3735330402851105,0.25371304154396057,0.37275388836860657
Seq1444,24.0,0.4242071509361267,0.3146335184574127,0.2611593008041382
Seq1445,24.0,0.2467052936553955,0.4102309048175812,0.3430638909339905
Seq1446,23.0,0.4200623333454132,0.2376401275396347,0.3422975540161133
Seq1447,20.0,0.2985450327396393,0.265341192483902,0.43611380457878113
Seq1448,145.0,0.10396184772253036,0.40791526436805725,0.4881229102611542
Seq1449,34.0,0.10385408997535706,0.39113837480545044,0.5050075650215149
Seq1450,172.0,0.006847650744020939,0.2804034352302551,0.7127489447593689
Seq1451,11.0,0.3698655962944031,0.28082478046417236,0.34930965304374695
Seq1452,62.0,0.12854915857315063,0.4123762249946594,0.45907461643218994
Seq1453,30.0,0.3646174669265747,0.23721003532409668,0.398172527551651
Seq1454,62.0,0.17909391224384308,0.4010177552700043,0.41988831758499146
Seq1455,49.0,0.24986052513122559,0.49449849128723145,0.2556409239768982
Seq1456,30.0,0.46435612440109253,0.26591819524765015,0.2697257697582245
Seq1457,22.0,0.3164798319339752,0.28241512179374695,0.4011050760746002
Seq1458,23.0,0.39961230754852295,0.22624944150447845,0.3741382360458374
Seq1459,14.0,0.4126598834991455,0.3070836365222931,0.2802564799785614
Seq1460,23.0,0.4580627679824829,0.1966363787651062,0.3453008234500885
Seq1461,51.0,0.09926509112119675,0.2949219048023224,0.6058130264282227
Seq1462,33.0,0.12145135551691055,0.3324894905090332,0.5460591912269592
Seq1463,68.0,0.24717937409877777,0.34697893261909485,0.40584173798561096
Seq1464,33.0,0.31120026111602783,0.2902936041355133,0.3985061049461365
Seq1465,36.0,0.3622654974460602,0.36054694652557373,0.2771875858306885
Seq1466,17.0,0.35058122873306274,0.303865522146225,0.3455532193183899
Seq1467,25.0,0.3600464463233948,0.368012011051178,0.27194151282310486
Seq1468,11.0,0.35529178380966187,0.31034043431282043,0.3343678116798401
Seq1469,22.0,0.40949514508247375,0.2574920356273651,0.33301278948783875
Seq1470,21.0,0.46168583631515503,0.24987377226352692,0.28844037652015686
Seq1471,18.0,0.2395080327987671,0.33291012048721313,0.42758187651634216
Seq1472,38.0,0.18253645300865173,0.3063727617263794,0.5110908150672913
Seq1473,24.0,0.35351207852363586,0.41613689064979553,0.230351060628891
Seq1474,22.0,0.44524240493774414,0.2254592776298523,0.32929831743240356
Seq1475,25.0,0.3215290606021881,0.28532513976097107,0.39314576983451843
Seq1476,27.0,0.25599387288093567,0.2954156994819641,0.448590487241745
Seq1477,50.0,0.43234309554100037,0.34369924664497375,0.2239575982093811
Seq1478,11.0,0.40358859300613403,0.3279039263725281,0.26850759983062744
Seq1479,84.0,0.08270363509654999,0.4442799985408783,0.4730163812637329
Seq1480,15.0,0.3266858160495758,0.454247385263443,0.21906690299510956
Seq1481,40.0,0.2186955064535141,0.3402649164199829,0.4410395622253418
Seq1482,32.0,0.2609047293663025,0.27657008171081543,0.4625251591205597
Seq1483,30.0,0.3181648552417755,0.26917344331741333,0.41266167163848877
Seq1484,43.0,0.1463077962398529,0.3870396316051483,0.4666525721549988
Seq1485,16.0,0.2908779978752136,0.2666395902633667,0.4424824118614197
Seq1486,15.0,0.5110232830047607,0.216238871216774,0.2727378010749817
Seq1487,65.0,0.11876623332500458,0.3758856952190399,0.5053481459617615
Seq1488,21.0,0.2874367833137512,0.377313494682312,0.335249662399292
Seq1489,50.0,0.1443677693605423,0.2720821499824524,0.5835500359535217
Seq1490,18.0,0.4206611216068268,0.2511445879936218,0.3281942903995514
Seq1491,30.0,0.40773478150367737,0.22521339356899261,0.3670518398284912
Seq1492,34.0,0.38536879420280457,0.3112305700778961,0.3034006655216217
Seq1493,11.0,0.40838727355003357,0.25660455226898193,0.3350081443786621
Seq1494,13.0,0.4836765229701996,0.21148572862148285,0.30483773350715637
Seq1495,33.0,0.39127233624458313,0.2481112778186798,0.3606163561344147
Seq1496,15.0,0.3851566016674042,0.22507768869400024,0.3897656798362732
Seq1497,17.0,0.2993311285972595,0.45414093136787415,0.24652792513370514
Seq1498,39.0,0.41931843757629395,0.29722315073013306,0.2834584712982178
Seq1499,25.0,0.39036035537719727,0.28973880410194397,0.31990090012550354
Seq1500,26.0,0.3842724561691284,0.23299290239810944,0.38273465633392334
Seq1501,11.0,0.43996018171310425,0.16086362302303314,0.3991761803627014
Seq1502,70.0,0.011733082123100758,0.33630743622779846,0.6519594788551331
Seq1503,57.0,0.3611927032470703,0.28769156336784363,0.35111570358276367
Seq1504,108.0,0.17400504648685455,0.49715784192085266,0.3288370966911316
Seq1505,59.0,0.2630012333393097,0.29247844219207764,0.4445202946662903
Seq1506,29.0,0.22081387042999268,0.3686411678791046,0.4105449616909027
Seq1507,34.0,0.3664010763168335,0.24540919065475464,0.38818979263305664
Seq1508,13.0,0.3800426721572876,0.28171393275260925,0.33824339509010315
Seq1509,37.0,0.3110071122646332,0.32781538367271423,0.361177533864975
Seq1510,38.0,0.14955124258995056,0.3636856973171234,0.486763060092926
Seq1511,45.0,0.3349335193634033,0.35865771770477295,0.30640873312950134
Seq1512,26.0,0.17888833582401276,0.48437076807022095,0.3367409110069275
Seq1513,21.0,0.28875675797462463,0.30509352684020996,0.4061497151851654
Seq1514,20.0,0.4042987525463104,0.2532769739627838,0.34242427349090576
Seq1515,18.0,0.3605200946331024,0.28435686230659485,0.3551230728626251
Seq1516,20.0,0.31720519065856934,0.3961316645145416,0.2866631746292114
Seq1517,100.0,0.11794435977935791,0.3564218580722809,0.5256337523460388
Seq1518,39.0,0.27844148874282837,0.27414119243621826,0.447417289018631
Seq1519,18.0,0.48366686701774597,0.207619309425354,0.3087138533592224
Seq1520,67.0,0.028519732877612114,0.3641135096549988,0.6073667407035828
Seq1521,15.0,0.4240706264972687,0.2984817624092102,0.2774476110935211
Seq1522,34.0,0.397271990776062,0.30066895484924316,0.3020590841770172
Seq1523,26.0,0.4060194194316864,0.3171549141407013,0.2768256962299347
Seq1524,26.0,0.46678295731544495,0.2709122598171234,0.26230481266975403
Seq1525,23.0,0.26867878437042236,0.25676798820495605,0.4745531678199768
Seq1526,49.0,0.21441394090652466,0.34000709652900696,0.44557899236679077
Seq1527,35.0,0.37171104550361633,0.24608919024467468,0.3821997344493866
Seq1528,29.0,0.3871709704399109,0.33722925186157227,0.27559980750083923
Seq1529,18.0,0.41019976139068604,0.2644423544406891,0.3253578841686249
Seq1530,39.0,0.11988331377506256,0.3074021339416504,0.5727145671844482
Seq1531,23.0,0.2831677198410034,0.20711570978164673,0.5097166299819946
Seq1532,76.0,0.06052849069237709,0.34499591588974,0.5944756865501404
Seq1533,35.0,0.35340794920921326,0.3081236779689789,0.3384683430194855
Seq1534,29.0,0.20997701585292816,0.2981746792793274,0.49184831976890564
Seq1535,21.0,0.39953142404556274,0.3033630847930908,0.2971055805683136
Seq1536,36.0,0.08952643722295761,0.3336818218231201,0.5767917633056641
Seq1537,30.0,0.26696088910102844,0.44577696919441223,0.2872621417045593
Seq1538,33.0,0.13694505393505096,0.3736332058906555,0.4894218444824219
Seq1539,42.0,0.18727047741413116,0.3205059766769409,0.49222350120544434
Seq1540,51.0,0.28918346762657166,0.30900418758392334,0.40181228518486023
Seq1541,48.0,0.21804584562778473,0.30545979738235474,0.47649431228637695
Seq1542,81.0,0.004362473264336586,0.3732139766216278,0.6224235892295837
Seq1543,30.0,0.1898006647825241,0.32979559898376465,0.4804037809371948
